CLIENT_ID;GENERO;EDAD;NSE;ESTADOCIVIL;DEPARTAMENTO;CAPDEUDA
151;F;57;1;;PASCO;49.7274986
152;M;59;1;;JUNIN;49.66740138
153;M;46;1;;PASCO;49.12207731
154;M;16;1;;PASCO;51.18944889
155;F;32;1;;LIMA;49.3325433
156;F;23;1;;LIMA;48.14462129
157;M;48;1;;LIMA;50.32273426
158;M;64;1;;LIMA;49.42876742
159;F;40;1;;LIMA;49.21712574
160;F;22;1;;LIMA;51.5484191
161;M;60;1;;LIMA;49.4161121
162;F;57;1;;AREQUIPA;48.87578859
163;M;58;1;;AREQUIPA;49.8323727
164;M;50;1;;CUSCO;49.9123325
165;F;61;1;;CUSCO;50.82052951
166;F;37;1;;PUNO;47.32297305
167;F;56;1;;AYACUCHO;47.78593049
168;M;38;1;;TACNA;49.75389574
169;M;53;1;;MOQUEGUA;48.72980323
170;F;46;1;;LORETO;50.98269922
171;F;32;1;;UCAYALI;49.66740176
172;F;64;1;;ANCASH;51.62306433
173;F;64;1;;LA LIBERTAD;49.95414123
174;F;63;1;;PIURA;49.30432002
175;F;23;1;;AREQUIPA;49.86722559
176;F;65;1;;CUSCO;50.48494401
177;F;43;1;;AYACUCHO;50.89701718
178;F;50;1;;ICA;50.90206478
179;F;30;1;;ICA;49.25023374
180;M;16;1;;TACNA;50.07064277
181;M;64;1;;JUNIN;50.45105283
182;M;40;1;;PASCO;49.6786158
183;M;51;1;;JUNIN;49.76061794
184;M;64;1;;PASCO;49.35721363
185;M;43;1;;PASCO;48.16562934
186;M;26;1;;LIMA;49.87448965
187;M;35;1;;LIMA;49.03218347
188;F;24;1;;LIMA;49.06369133
189;M;59;1;;LIMA;49.08848458
190;M;64;1;;LIMA;50.11645755
191;M;54;1;;LIMA;49.98928189
192;M;40;1;;LIMA;52.53421548
193;M;44;1;;AREQUIPA;50.3994956
194;M;28;1;;AREQUIPA;52.54252774
195;F;30;1;;CUSCO;49.76591125
196;F;21;1;;CUSCO;49.18504783
197;F;23;1;;PUNO;49.01828583
198;F;54;1;;AYACUCHO;49.712269
199;F;54;1;;TACNA;50.72934
200;F;21;1;;MOQUEGUA;49.60778342
201;M;51;1;;LORETO;48.95695621
202;F;51;1;;UCAYALI;51.91502285
203;F;57;1;;ANCASH;50.01237421
204;F;48;1;;LA LIBERTAD;49.64983773
205;M;32;1;;PIURA;49.46132537
206;F;63;1;;AREQUIPA;51.16859529
207;F;15;1;;CUSCO;50.3970594
208;F;46;1;;AYACUCHO;51.26022254
209;M;31;1;;ICA;47.63290415
210;F;23;1;;ICA;50.69245728
211;F;34;1;;TACNA;49.78941926
212;M;20;1;;JUNIN;51.47729023
213;M;62;1;;PASCO;50.58254847
214;M;58;1;;JUNIN;49.03599041
215;F;29;1;;PASCO;50.76707787
216;F;28;1;;PASCO;49.9073842
217;M;30;1;;LIMA;50.48580168
218;M;30;1;;LIMA;50.20121583
219;F;52;1;;LIMA;48.11200389
220;F;25;1;;LIMA;50.71987225
221;M;43;1;;LIMA;50.13424461
222;M;41;1;;LIMA;50.9438756
223;F;47;1;;LIMA;50.39833517
224;F;56;1;;AREQUIPA;50.93181164
225;M;54;1;;AREQUIPA;50.11820919
226;M;42;1;;CUSCO;49.12107552
227;M;64;1;;CUSCO;49.70502559
228;M;27;1;;PUNO;49.88527026
229;M;43;1;;AYACUCHO;50.40970725
230;F;49;1;;TACNA;49.9119047
231;F;18;1;;MOQUEGUA;51.51435736
232;M;23;1;;LORETO;50.68859783
233;F;42;1;;UCAYALI;47.53044433
234;M;62;1;;ANCASH;49.9173986
235;F;27;1;;LA LIBERTAD;50.23994013
236;M;43;1;;PIURA;49.87143146
237;F;61;1;;AREQUIPA;49.61610934
238;F;63;1;;CUSCO;51.37947581
239;F;44;1;;AYACUCHO;51.8031454
240;F;54;1;;ICA;49.19494806
241;M;63;1;;ICA;48.86189469
242;M;34;1;;TACNA;51.28630508
243;F;59;1;;JUNIN;50.66392345
244;M;46;1;;PASCO;49.51724531
245;F;16;1;;JUNIN;47.96987095
246;M;46;1;;PASCO;48.96542111
247;F;18;1;;PASCO;47.49034911
248;M;38;1;;LIMA;51.08019119
249;M;54;1;;LIMA;49.61511325
250;F;47;1;;LIMA;49.1323058
251;M;17;1;;LIMA;49.32658533
252;M;34;1;;LIMA;51.55917685
253;F;42;1;;LIMA;50.16879682
254;F;32;1;;LIMA;50.22427862
255;F;45;1;;AREQUIPA;51.55885547
256;M;54;1;;AREQUIPA;49.67985822
257;F;29;1;;CUSCO;49.56634173
258;F;15;1;;CUSCO;49.28591145
259;M;49;1;;PUNO;52.96475879
260;F;45;1;;AYACUCHO;50.18590143
261;M;29;1;;TACNA;50.95044213
262;M;33;1;;MOQUEGUA;50.19306682
263;M;30;1;;LORETO;50.70382519
264;M;53;1;;UCAYALI;50.65491459
265;M;44;1;;ANCASH;49.38607291
266;F;39;1;;LA LIBERTAD;49.0221832
267;M;28;1;;PIURA;50.21738534
268;F;19;1;;AREQUIPA;48.93150304
269;F;65;1;;CUSCO;50.61604893
270;M;20;1;;AYACUCHO;48.5235898
271;F;60;1;;ICA;49.19174158
272;M;15;1;;ICA;49.85315105
273;F;19;1;;TACNA;49.88513526
274;M;45;1;;JUNIN;49.85512726
275;M;37;1;;PASCO;51.77137909
276;M;26;1;;JUNIN;49.60327368
277;F;26;1;;PASCO;49.34057556
278;F;46;1;;PASCO;51.25914689
279;F;18;1;;LIMA;50.14345726
280;M;16;1;;LIMA;49.34410065
281;F;16;1;;LIMA;50.28620527
282;F;21;1;;LIMA;50.61283171
283;M;62;1;;LIMA;49.83692964
284;M;18;1;;LIMA;49.67258525
285;M;44;1;;LIMA;50.33559178
286;F;39;1;;AREQUIPA;48.59228046
287;F;38;1;;AREQUIPA;48.46032964
288;F;49;1;;CUSCO;49.76607232
289;M;44;1;;CUSCO;50.78809273
290;F;18;1;;PUNO;50.96333318
291;F;29;1;;AYACUCHO;49.85366801
292;F;58;1;;TACNA;50.90617595
293;F;49;1;;MOQUEGUA;50.21896223
294;M;19;1;;LORETO;50.68392496
295;M;28;1;;UCAYALI;50.23027958
296;F;51;1;;ANCASH;53.58078212
297;F;18;1;;LA LIBERTAD;50.5515429
298;M;54;1;;PIURA;51.57500824
299;M;56;1;;AREQUIPA;50.03664298
300;F;35;1;;CUSCO;50.02794901
301;M;42;1;;AYACUCHO;52.30433924
302;M;16;1;;ICA;49.68164784
303;F;31;1;;ICA;49.58276637
304;F;21;1;;TACNA;52.17448623
305;F;38;1;;JUNIN;50.59434985
306;F;20;1;;PASCO;50.91277187
307;F;19;1;;JUNIN;53.82167134
308;F;34;1;;PASCO;52.88368725
309;M;18;1;;PASCO;50.92227673
310;F;64;1;;LIMA;48.04654173
311;M;15;1;;LIMA;49.52720689
312;M;30;1;;LIMA;49.08308657
313;M;47;1;;LIMA;48.56044377
314;F;51;1;;LIMA;50.78416155
315;F;56;1;;LIMA;49.17655917
316;M;27;1;;LIMA;48.81746958
317;M;59;1;;AREQUIPA;50.56256081
318;M;64;1;;AREQUIPA;50.16323445
319;F;37;1;;CUSCO;50.77379084
320;F;15;1;;CUSCO;49.6765246
321;M;40;1;;PUNO;49.03328206
322;F;16;1;;AYACUCHO;50.28833267
323;M;59;1;;TACNA;49.76624811
324;M;19;1;;MOQUEGUA;48.44755412
325;M;38;1;;LORETO;48.96443151
326;F;33;1;;UCAYALI;49.10171729
327;F;34;1;;ANCASH;51.75549277
328;F;20;1;;LA LIBERTAD;51.48703182
329;M;26;1;;PIURA;51.14996119
330;F;31;1;;AREQUIPA;49.72647288
331;M;58;1;;CUSCO;48.71018581
332;F;35;1;;AYACUCHO;50.83265508
333;M;32;1;;ICA;49.71221202
334;F;58;1;;ICA;47.52553613
335;F;16;1;;TACNA;51.28164655
336;F;48;1;;JUNIN;49.09451479
337;F;39;1;;PASCO;49.52549401
338;M;16;1;;JUNIN;49.45242899
339;M;28;1;;PASCO;48.97168592
340;F;26;1;;PASCO;48.71157156
341;F;30;1;;LIMA;49.8584355
342;F;37;1;;LIMA;51.49020008
343;F;56;1;;LIMA;50.3062346
344;F;43;1;;LIMA;49.59546355
345;M;43;1;;LIMA;50.13242389
346;M;65;1;;LIMA;49.33475411
347;M;27;1;;LIMA;50.13365321
348;F;36;1;;AREQUIPA;50.02635985
349;F;33;1;;AREQUIPA;50.24169943
350;M;52;1;;CUSCO;48.91285587
351;M;39;1;;CUSCO;49.32977962
352;F;50;1;;PUNO;50.78596845
353;F;40;1;;AYACUCHO;49.1109471
354;F;29;1;;TACNA;48.4900225
355;F;59;1;;MOQUEGUA;49.06931501
356;F;35;1;;LORETO;51.63294576
357;F;52;1;;UCAYALI;50.96347653
358;F;38;1;;ANCASH;50.22482434
359;F;34;1;;LA LIBERTAD;51.37389653
360;M;57;1;;PIURA;49.67031767
361;F;53;1;;AREQUIPA;49.21296761
362;M;41;1;;CUSCO;49.31569497
363;M;35;1;;AYACUCHO;50.76716062
364;F;17;1;;ICA;51.09500462
365;M;26;1;;ICA;51.28368214
366;M;53;1;;TACNA;48.68001313
367;M;33;1;;JUNIN;49.12735299
368;F;46;1;;PASCO;50.5046739
369;M;29;1;;JUNIN;49.63300774
370;F;26;1;;PASCO;48.7393821
371;F;31;1;;PASCO;49.05102106
372;F;38;1;;LIMA;51.08091922
373;F;39;1;;LIMA;49.53082248
374;M;41;1;;LIMA;51.7343842
375;M;26;1;;LIMA;50.74286837
376;M;20;1;;LIMA;49.49680402
377;F;65;1;;LIMA;50.84397148
378;M;56;1;;LIMA;50.25560078
379;F;43;1;;AREQUIPA;49.84222859
380;F;44;1;;AREQUIPA;48.07879877
381;M;25;1;;CUSCO;50.45520526
382;M;19;1;;CUSCO;48.42152052
383;F;15;1;;PUNO;50.40265032
384;M;52;1;;AYACUCHO;50.631577
385;F;30;1;;TACNA;49.64024791
386;F;61;1;;MOQUEGUA;49.28672541
387;F;26;1;;LORETO;49.45979576
388;M;50;1;;UCAYALI;50.83531279
389;F;18;1;;ANCASH;50.10552286
390;M;62;1;;LA LIBERTAD;48.81280393
391;M;52;1;;PIURA;48.56739724
392;F;19;1;;AREQUIPA;50.87164961
393;M;31;1;;CUSCO;48.51165483
394;F;26;1;;AYACUCHO;50.21534447
395;F;41;1;;ICA;51.44880344
396;F;58;1;;ICA;51.99388889
397;M;24;1;;TACNA;51.00062851
398;F;28;1;;JUNIN;50.48062952
399;M;44;1;;PASCO;49.57043212
400;F;65;1;;JUNIN;50.03309493
401;M;34;1;;PASCO;49.93414086
402;F;61;1;;PASCO;51.11574601
403;M;63;1;;LIMA;52.0368525
404;M;29;1;;LIMA;48.76220275
405;M;31;1;;LIMA;48.54349588
406;M;51;1;;LIMA;50.29583764
407;F;19;1;;LIMA;50.22873667
408;F;43;1;;LIMA;49.31981613
409;M;27;1;;LIMA;50.33611869
410;F;33;1;;AREQUIPA;50.4077002
411;F;65;1;;AREQUIPA;50.25901497
412;M;24;1;;CUSCO;50.36044379
413;F;49;1;;CUSCO;49.63886852
414;F;45;1;;PUNO;51.33649181
415;F;62;1;;AYACUCHO;50.21464717
416;F;33;1;;TACNA;49.75366883
417;M;28;1;;MOQUEGUA;49.21080912
418;M;38;1;;LORETO;50.03854802
419;M;61;1;;UCAYALI;52.19355932
420;F;30;1;;ANCASH;49.24034111
421;F;19;1;;LA LIBERTAD;48.13188614
422;F;31;1;;PIURA;51.15812546
423;M;16;1;;AREQUIPA;48.6474672
424;M;52;1;;CUSCO;50.8203402
425;M;18;1;;AYACUCHO;49.65400712
426;M;16;1;;ICA;51.97307043
427;M;51;1;;ICA;50.21490533
428;F;48;1;;TACNA;50.26004012
429;M;27;1;;JUNIN;48.56062854
430;M;42;1;;PASCO;50.24174485
431;F;23;1;;JUNIN;47.36037189
432;M;20;1;;PASCO;49.24308411
433;F;46;1;;PASCO;49.52933612
434;M;63;1;;LIMA;51.5695054
435;F;30;1;;LIMA;51.33430604
436;F;37;1;;LIMA;49.99611523
437;M;26;1;;LIMA;49.94081834
438;F;60;1;;LIMA;49.83994973
439;F;18;1;;LIMA;48.34953861
440;M;39;1;;LIMA;47.75435391
441;F;62;1;;AREQUIPA;49.89792409
442;F;43;1;;AREQUIPA;50.98910171
443;M;31;1;;CUSCO;50.1608502
444;M;45;1;;CUSCO;50.73638063
445;F;28;1;;PUNO;48.68402056
446;F;55;1;;AYACUCHO;50.21407346
447;M;36;1;;TACNA;47.95951168
448;F;51;1;;MOQUEGUA;50.07101948
449;F;28;1;;LORETO;50.27532498
450;F;21;1;;UCAYALI;49.1446131
451;F;23;1;;ANCASH;49.13949051
452;F;18;1;;LA LIBERTAD;48.90453033
453;M;34;1;;PIURA;49.64426608
454;F;19;1;;AREQUIPA;50.95850601
455;F;45;1;;CUSCO;49.13803079
456;F;22;1;;AYACUCHO;49.85990818
457;M;50;1;;ICA;50.43320613
458;F;35;1;;ICA;49.49200461
459;F;63;1;;TACNA;50.61122358
460;F;35;1;;JUNIN;49.63209721
461;F;56;1;;PASCO;50.14887831
462;M;54;1;;JUNIN;49.44748946
463;F;33;1;;PASCO;49.56760824
464;F;43;1;;PASCO;48.72523172
465;F;37;1;;LIMA;51.73645134
466;F;54;1;;LIMA;49.82955973
467;M;29;1;;LIMA;49.01112192
468;F;63;1;;LIMA;51.48956364
469;M;45;1;;LIMA;50.07347026
470;M;50;1;;LIMA;51.93360433
471;F;29;1;;LIMA;50.989499
472;F;27;1;;AREQUIPA;50.32547464
473;M;39;1;;AREQUIPA;50.42277421
474;F;53;1;;CUSCO;48.82942129
475;M;64;1;;CUSCO;48.4037279
476;M;37;1;;PUNO;50.32897275
477;F;64;1;;AYACUCHO;50.89729143
478;F;59;1;;TACNA;49.46029181
479;M;61;1;;MOQUEGUA;49.52210826
480;F;24;1;;LORETO;51.13940105
481;M;26;1;;UCAYALI;49.9723052
482;F;21;1;;ANCASH;50.72182735
483;F;37;1;;LA LIBERTAD;48.8790628
484;M;29;1;;PIURA;50.44684351
485;F;35;1;;AREQUIPA;51.07679644
486;F;19;1;;CUSCO;51.41304124
487;M;52;1;;AYACUCHO;50.56650881
488;M;25;1;;ICA;50.31916692
489;M;48;1;;ICA;50.68635806
490;M;16;1;;TACNA;49.6785139
491;F;63;1;;JUNIN;50.47274802
492;M;18;1;;PASCO;49.12850861
493;M;29;1;;JUNIN;50.8073557
494;M;56;1;;PASCO;48.84938478
495;F;26;1;;PASCO;50.85847205
496;M;58;1;;LIMA;49.90586133
497;F;23;1;;LIMA;49.36777994
498;M;37;1;;LIMA;48.88116869
499;M;17;1;;LIMA;50.74614207
500;F;64;1;;LIMA;48.1815604
501;F;21;1;;LIMA;50.63908018
502;F;46;1;;LIMA;49.0135532
503;M;48;1;;AREQUIPA;48.45548833
504;M;57;1;;AREQUIPA;49.16400673
505;M;29;1;;CUSCO;49.86472695
506;M;56;1;;CUSCO;50.58375728
507;F;51;1;;PUNO;50.7304267
508;M;42;1;;AYACUCHO;50.1942125
509;F;19;1;;TACNA;49.74349789
510;F;53;1;;MOQUEGUA;49.61330882
511;F;49;1;;LORETO;50.75869624
512;F;25;1;;UCAYALI;50.84419961
513;M;25;1;;ANCASH;50.1173852
514;F;32;1;;LA LIBERTAD;48.73919164
515;M;36;1;;PIURA;49.56227243
516;M;28;1;;AREQUIPA;49.56465762
517;F;16;1;;CUSCO;51.10426862
518;M;56;1;;AYACUCHO;51.38530573
519;M;50;1;;ICA;48.11184474
520;M;62;1;;ICA;50.74389366
521;F;46;1;;TACNA;48.6298527
522;M;20;1;;JUNIN;49.09311134
523;F;28;1;;PASCO;49.35665463
524;F;51;1;;JUNIN;48.24612282
525;M;29;1;;PASCO;50.26009071
526;M;53;1;;PASCO;49.90769747
527;F;63;1;;LIMA;50.88555806
528;M;28;1;;LIMA;49.71915482
529;F;55;1;;LIMA;49.91920691
530;F;30;1;;LIMA;49.95945018
531;M;44;1;;LIMA;51.58470341
532;M;47;1;;LIMA;50.8192948
533;M;39;1;;LIMA;50.60362807
534;M;61;1;;AREQUIPA;46.90577687
535;F;29;1;;AREQUIPA;48.97719565
536;M;18;1;;CUSCO;51.12814987
537;F;36;1;;CUSCO;50.12492397
538;M;27;1;;PUNO;48.75431217
539;M;54;1;;AYACUCHO;49.37601472
540;F;34;1;;TACNA;50.32780031
541;F;44;1;;MOQUEGUA;49.41355487
542;M;50;1;;LORETO;48.99256956
543;F;16;1;;UCAYALI;49.68195568
544;M;46;1;;ANCASH;49.66665234
545;M;16;1;;LA LIBERTAD;49.64594345
546;F;30;1;;PIURA;49.74574986
547;F;55;1;;AREQUIPA;49.29914907
548;M;16;1;;CUSCO;49.48673757
549;M;58;1;;AYACUCHO;50.09502003
550;F;40;1;;ICA;48.99159193
551;M;18;1;;ICA;51.0633737
552;F;50;1;;TACNA;50.37473936
553;M;19;1;;JUNIN;49.60503925
554;M;23;1;;PASCO;48.77168905
555;M;51;1;;JUNIN;50.39629978
556;F;64;1;;PASCO;49.41851709
557;M;43;1;;PASCO;49.86152823
558;F;65;1;;LIMA;50.90028992
559;M;26;1;;LIMA;50.62806201
560;F;19;1;;LIMA;51.08127294
561;F;18;1;;LIMA;48.82493543
562;M;60;1;;LIMA;50.11430274
563;F;44;1;;LIMA;48.88268179
564;M;40;1;;LIMA;50.0399371
565;F;50;1;;AREQUIPA;50.4846457
566;M;42;1;;AREQUIPA;49.58943873
567;M;18;1;;CUSCO;50.6837563
568;M;22;1;;CUSCO;50.94978503
569;M;44;1;;PUNO;49.56431947
570;M;22;1;;AYACUCHO;50.31160894
571;M;64;1;;TACNA;50.76619428
572;F;31;1;;MOQUEGUA;50.61644682
573;F;26;1;;LORETO;48.76368314
574;F;61;1;;UCAYALI;49.05272632
575;M;41;1;;ANCASH;49.6841056
576;F;43;1;;LA LIBERTAD;49.18644395
577;F;62;1;;PIURA;51.16896026
578;M;27;1;;AREQUIPA;49.26545339
579;F;32;1;;CUSCO;51.33136472
580;M;62;1;;AYACUCHO;48.91177039
581;M;21;1;;ICA;50.67737952
582;F;30;1;;ICA;49.23561423
583;F;42;1;;TACNA;51.21282779
584;F;32;1;;JUNIN;50.73234712
585;F;53;1;;PASCO;50.48964115
586;F;21;1;;JUNIN;48.75838147
587;F;46;1;;PASCO;50.89447102
588;F;42;1;;PASCO;50.85908051
589;M;57;1;;LIMA;51.54668269
590;M;28;1;;LIMA;50.21877004
591;F;64;1;;LIMA;50.32212936
592;F;47;1;;LIMA;50.03270887
593;F;62;1;;LIMA;49.81879324
594;M;60;1;;LIMA;47.69899136
595;F;60;1;;LIMA;50.312683
596;M;59;1;;AREQUIPA;50.62873167
597;M;15;1;;AREQUIPA;48.18492167
598;M;24;1;;CUSCO;49.02914495
599;F;25;1;;CUSCO;49.39928421
600;M;55;1;;PUNO;49.62975118
601;F;46;1;;AYACUCHO;51.01414403
602;M;22;1;;TACNA;49.6733965
603;M;17;1;;MOQUEGUA;49.3130408
604;M;31;1;;LORETO;49.97237025
605;F;25;1;;UCAYALI;47.72846401
606;F;52;1;;ANCASH;50.05481804
607;F;20;1;;LA LIBERTAD;49.83252812
608;F;61;1;;PIURA;50.30177948
609;M;42;1;;AREQUIPA;51.62101647
610;F;45;1;;CUSCO;49.30591577
611;M;63;1;;AYACUCHO;48.15492624
612;F;46;1;;ICA;51.12113985
613;F;22;1;;ICA;51.2905651
614;M;52;1;;TACNA;50.45059735
615;F;51;1;;JUNIN;50.15590173
616;F;38;1;;PASCO;50.22591067
617;M;62;1;;JUNIN;50.81735204
618;F;47;1;;PASCO;48.495867
619;F;16;1;;PASCO;48.95715428
620;F;65;1;;LIMA;49.40072172
621;F;44;1;;LIMA;49.18483152
622;F;23;1;;LIMA;49.83824709
623;F;16;1;;LIMA;50.75642986
624;M;57;1;;LIMA;48.75258922
625;M;24;1;;LIMA;50.11331906
626;M;49;1;;LIMA;50.06707239
627;M;16;1;;AREQUIPA;51.46820872
628;M;34;1;;AREQUIPA;51.2873745
629;F;63;1;;CUSCO;50.04702387
630;M;48;1;;CUSCO;49.33357348
631;M;46;1;;PUNO;49.90641956
632;F;62;1;;AYACUCHO;50.67266239
633;F;52;1;;TACNA;50.18418225
634;M;46;1;;MOQUEGUA;49.50867585
635;F;61;1;;LORETO;48.28946225
636;M;24;1;;UCAYALI;49.74415672
637;F;23;1;;ANCASH;49.27871086
638;F;36;1;;LA LIBERTAD;49.44120093
639;F;43;1;;PIURA;50.2442861
640;F;64;1;;AREQUIPA;50.81903512
641;F;25;1;;CUSCO;50.34588658
642;M;42;1;;AYACUCHO;49.22871801
643;F;61;1;;ICA;48.48351581
644;F;31;1;;ICA;51.23716979
645;F;52;1;;TACNA;48.33199909
646;F;38;1;;JUNIN;48.59648837
647;M;26;1;;PASCO;49.67184628
648;M;31;1;;JUNIN;49.51329136
649;F;48;1;;PASCO;48.5945812
650;M;29;1;;PASCO;51.81137858
651;F;44;1;;LIMA;49.64058546
652;F;31;1;;LIMA;49.97798124
653;F;58;1;;LIMA;48.53378641
654;M;40;1;;LIMA;51.12066415
655;F;56;1;;LIMA;50.0664509
656;M;38;1;;LIMA;51.45779511
657;F;52;1;;LIMA;50.85609029
658;M;47;1;;AREQUIPA;49.54272195
659;F;59;1;;AREQUIPA;51.15190613
660;M;22;1;;CUSCO;49.57643889
661;M;56;1;;CUSCO;50.88585749
