CLIENT_ID;RENTA;USO_SMS;DEUDA_ANT;MIN_CALLCENTER;ANTIGUEDAD;USO_MB;DEUDA_ACT;USO_APP;MIN_ENT_3M;MIN_SAL_3M;CHURN
171;52.05814377;50.01266872;48.82982061;51.32364866;49;50.35722046;50.70016173;;50.36743085;51.84388592;0
172;49.44279111;50.46091491;50.61684733;48.82701581;49;51.4479983;48.73498861;;48.90781084;51.21550836;2
173;49.11850496;50.8068423;49.56572897;54.03283518;51;46.80208305;48.54084242;;51.6782788;49.61814235;1
174;48.89328891;51.54041487;52.23917414;48.87253695;48;49.44401265;48.5299088;;50.12217442;52.75490036;2
175;50.27863141;48.06484776;49.45394309;49.58660023;48;47.95751325;48.98786413;;49.21827875;50.90139069;1
176;49.50896074;49.18883168;52.45536886;51.19030636;49;50.26113981;47.95905081;;52.30420345;48.39710289;1
177;47.84702324;48.60754732;49.78112667;51.40240439;51;51.0041892;50.06854842;;48.20341004;50.24457627;2
178;48.99374729;51.40257661;50.87277211;48.25486437;50;49.11735359;49.49553583;;48.64118541;51.41232106;1
179;48.49137504;50.57224912;48.95340111;53.68361537;52;48.84044953;50.69409318;;49.29244384;48.64085958;1
180;51.06877321;50.2907171;50.11426261;49.96248214;48;49.23231406;50.97160376;;52.46747424;49.55583871;2
181;50.54171756;50.66945727;49.52095814;49.15015414;48;47.64257502;47.97572673;;49.52179333;54.11333073;0
182;49.76674746;49.02050644;47.63649919;47.89225512;48;51.18469141;48.66063002;;49.67007905;50.81675151;2
183;48.50622694;50.02670264;49.35313066;51.48816172;51;47.00931631;50.99553184;;50.6634286;50.70963408;0
184;47.14640992;49.76779134;50.52468493;49.26604168;53;50.36091614;48.12767521;;46.48842035;50.16544162;2
185;48.58810073;50.98680421;50.00565879;50.68663123;51;50.68672946;49.79789538;;48.77275512;49.01005278;1
186;50.83891715;48.25162353;47.94095126;51.38949906;49;47.87074185;49.20925233;;49.98055086;52.44261764;0
187;50.15474433;48.96499738;50.75325716;45.97287773;49;46.89398443;51.20859802;;50.41034974;51.94053048;2
188;48.90117577;48.39772204;49.51672168;49.80071524;50;47.03649124;51.06141484;;51.01739429;51.74030902;2
189;51.19260465;50.77086928;49.35558021;46.18115496;54;49.00897495;50.57364047;;45.71537223;49.24726347;0
190;49.4535416;50.18088854;49.8224212;51.27126521;49;49.019525;48.89898042;;49.78130053;50.20967866;1
191;48.89618874;51.18261943;50.23144012;48.92198019;49;50.76134753;53.08334208;;48.46437516;51.51183818;2
192;48.63523735;51.5603923;51.05296934;54.71580784;51;44.73832636;48.90772196;;53.03371842;49.79968946;1
193;49.02050626;50.94418691;51.1764862;48.82991527;49;48.76628618;50.85625945;;51.36055216;50.50340263;2
194;49.09013626;48.76569906;50.06710508;53.55400752;54;47.44571334;50.50232658;;49.78346498;48.32727996;1
195;51.43740492;49.57156615;51.07230664;51.06086084;50;50.20947664;50.78281581;;48.65067962;51.86236566;0
196;51.7022877;49.87113578;51.00653015;51.5530525;50;50.68243137;49.71598982;;49.06464076;50.18103817;0
197;47.54638224;50.39114902;48.46656066;53.42067982;55;49.73406886;49.63740675;;48.64156799;47.20329894;1
198;51.81381914;51.53553143;49.16005529;47.61775232;52;48.82729084;51.11942192;;47.05730413;49.50568045;0
199;48.72006818;49.20733815;51.37933475;50.10622955;50;48.25486933;48.9052702;;51.73860864;50.46277275;2
200;50.2851098;48.76517665;51.58883031;46.46669007;49;49.42916487;49.5041976;;50.2797375;51.35911293;2
201;51.70854984;50.19187547;49.60336597;49.38361406;51;49.3185319;50.54516477;;46.89732686;50.46449083;1
202;48.87235225;51.51169097;51.41120716;50.1336831;49;51.97081138;50.7100496;;49.26387495;51.18453835;2
203;51.88751603;48.88660384;50.07227371;48.04697196;50;47.86385388;49.76124746;;49.21895396;52.4677619;1
204;53.84163465;53.89557193;49.98576952;47.70647297;49;53.03103243;50.01934286;;51.09909706;48.79851476;0
205;51.18485713;50.19938094;49.6692245;54.06167376;46;51.61646826;51.21892211;;52.17423991;52.83044416;0
206;51.23052764;51.41622438;51.87374074;49.95406096;50;50.09568212;49.72923312;;49.29082572;50.51835963;1
207;50.67097272;50.79964516;48.95554997;48.22921888;49;48.51844977;48.06817819;;50.9618803;52.32604031;2
208;48.44042795;49.79563196;49.86281474;48.34505533;51;51.81513075;51.13934767;;47.35501579;50.51320095;2
209;51.26006309;50.13398522;50.40996557;49.66115752;48;48.95107068;50.31528223;;50.32222849;52.22204466;0
210;48.73443222;48.98965525;48.97161277;49.50355087;50;50.98016957;50.07485006;;47.97582947;49.37492978;1
211;51.44782196;50.87463551;50.66905637;47.65363889;48;48.54590588;50.01704381;;51.97434062;50.31470616;2
212;55.86867004;49.34026307;49.41325814;52.50049114;50;51.10006338;50.96296464;;49.97539893;49.21906084;1
213;49.55258253;51.54981646;49.89370465;53.19294007;52;47.41951537;51.27920137;;49.21628649;49.16977411;1
214;49.37543357;50.29470922;47.98387346;45.65992182;50;48.14352018;47.98239534;;47.5338455;53.58827925;1
215;51.31887177;48.91611943;49.16774368;49.15927807;46;48.55529221;51.17107003;;52.91526225;51.02315299;0
216;50.15500854;49.46552444;50.9541186;53.46842484;45;51.73677058;51.06136324;;52.05845479;55.02154811;0
217;49.88935262;51.27308116;49.71684928;49.1771223;48;50.77454521;50.07781626;;48.31879882;50.2228482;1
218;52.22348364;50.34223324;50.33421919;45.79016821;48;48.10806189;50.23300319;;51.26790104;50.94914751;2
219;50.6416905;50.89509816;49.09813262;48.21538029;47;51.62232017;48.8576635;;49.1108946;50.9987359;2
220;50.30270232;52.03537678;49.12538711;50.16836498;51;49.07763059;48.59004625;;48.61070994;49.30421398;1
221;50.01015899;50.80406992;50.0171884;48.42987935;49;49.49541846;49.37161626;;50.21670195;51.53274673;2
222;48.18105762;49.94405207;49.27014392;49.99416322;50;49.61477532;48.31757842;;50.67124848;50.96242759;2
223;54.35086707;48.47273169;50.72264398;48.13256326;47;51.20170668;50.66741135;;50.21859362;53.14827153;0
224;47.96105889;48.76657255;48.98818525;52.89071515;52;49.80088312;50.26233898;;49.12524755;48.08522137;1
225;51.85109379;50.17058968;52.25191284;46.86217707;51;52.25156225;50.98474382;;47.91349893;47.54291303;1
226;52.48852371;51.27736457;50.95043164;48.10461578;48;49.4150074;49.77133361;;50.53699764;51.63261722;0
227;53.5999943;50.24588506;50.47342455;50.1444228;49;46.97229163;50.13813097;;50.36388322;52.62909135;1
228;51.88653079;50.96068274;49.90212057;47.25857153;53;48.70231617;49.09076102;;45.63507839;50.62470825;0
229;51.73800358;49.75006506;51.62677858;50.11336685;49;49.52520853;49.06474439;;50.98825922;49.79276572;1
230;48.89700994;50.58716586;51.75561402;47.86858488;49;48.72334236;50.35991316;;49.55168987;51.92588921;2
231;49.8070509;49.93719787;51.29836826;46.22850607;50;48.29125079;48.98431517;;48.00110736;53.10161717;1
232;49.07109513;51.23128609;50.81722034;48.68812729;49;51.51016676;50.49459348;;48.44596548;50.70882421;2
233;52.49638212;50.5829314;49.56067686;49.74978511;50;49.96114923;51.30420082;;50.55418148;49.61156206;0
234;50.73351435;52.0740141;51.19564534;49.3693918;48;47.25179132;49.03620746;;52.19169461;51.95521628;0
235;48.48120572;49.49312628;49.30570177;48.22954454;51;49.40727539;50.19381891;;49.29250548;49.41635356;1
236;51.21841032;49.78591641;51.40390964;50.41866915;53;50.88658195;50.07832185;;50.57843214;47.48031268;0
237;50.69572467;49.04952922;51.75966243;49.3137057;50;50.36312793;50.83349318;;48.39071957;52.63777342;0
238;48.66124017;49.98619515;50.39705696;50.37041862;50;50.17586817;50.76930674;;50.9779968;50.8747682;2
239;47.57033145;49.96360684;51.19360421;51.39530864;50;47.96573986;48.92562052;;51.21124739;51.47937811;2
240;52.25233409;49.76997052;51.5397439;49.29229997;50;50.29798024;51.05310905;;49.87950541;51.14104009;0
241;50.57405258;48.89271798;48.18067897;52.88358418;51;52.30550829;48.70412879;;49.05780812;49.96814281;0
242;48.32167208;49.68665368;50.90150344;49.7147156;51;52.24421795;48.8093989;;47.40527737;50.74661725;2
243;46.73878351;49.73383868;50.72354443;50.59527131;51;50.7296166;48.52721241;;50.10040716;51.0668504;2
244;50.82511496;49.31536368;49.03350353;47.77450696;49;48.41188959;49.42842241;;50.03801197;52.15619465;1
245;49.82691487;51.01829208;49.26200102;51.26342675;49;47.51097562;49.42873698;;50.09274446;50.20107571;1
246;50.25490129;49.57754173;48.7777534;48.62094546;52;51.70011906;50.71779507;;48.16456023;51.00365937;0
247;50.76633442;49.09900376;49.19875334;48.87952816;48;49.8115724;48.68567267;;52.73400903;48.72638868;0
248;50.11363929;49.53762167;48.93027466;51.75727962;49;50.48516635;50.80374471;;51.14693185;51.99358372;2
249;51.39295936;49.83082327;49.21938077;49.33807793;51;51.38341761;51.11460036;;48.07398741;48.88984734;1
250;49.7928849;48.90178558;48.12599952;52.69404297;47;52.12132553;50.31837161;;51.31198834;51.98493173;0
251;49.29080511;48.21317752;50.90108157;47.88011597;50;52.22727413;48.80257829;;47.9800665;49.69563646;2
252;49.09907241;49.28409416;48.4090093;49.62730578;48;49.8662546;50.64109959;;51.43477932;50.23492527;2
253;53.01007705;49.79439995;50.57353329;47.03588639;48;50.95952861;49.67944786;;49.10256767;52.71843813;0
254;50.22646046;49.65187139;51.22781649;47.66064296;46;48.07807723;48.93821737;;51.66500559;53.23879915;0
